PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4
11,2025-09-21,12:03:09.19,3,1,"Magill, Carson",815452,Right,STJ_HAW,"Pagano, Joey",10113708,Left,STJ_HAW,Undefined,1,Top,0,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.03257,0.778471,0.697945,2069.401209,61.994528,8:00,5.6329,0.84753,5.89582,-49.88609,-2.41232,-7.56335,2.19857,0.86526,70.22839,-8.412611,-0.662167,0.495905,,,,,,,,,,,,4.08099,-0.97906,-0.89939,50,5.6672,-1.08357,-111.84484,-0.03828,5.11251,22.24396,-33.40059,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,782c06e0-9704-11f0-bee7-7ff1e5e786b6,76.00741,,,6.80417,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,16:03:09.19,2025-09-21T12:03:09.1958784-04:00,2025-09-21T16:03:09.1958784Z,,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,a13a03f0-822a-43a3-9d74-2435d60b204d,54.6029,-112.75656,11.12198,5.64071,1.33072,-16.7003,-0.85068,-1.29311,2.55625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,24.401542,59.89272,1038.054407,0.501621,6:45,-0.867693,0.218968,0.446276,-38.397125,-36.172759,-50.427614,0.319547,107.639796,-0.287144,64.557412,0.287144,-0.903016,-0.319547,48.057176,18.635503,0.903016,0.903016,-107.639796,-18.635503,0.319547,-64.557412,-48.057176,-0.319547,-0.903016,0.287144,-0.287144
12,2025-09-21,12:03:24.79,3,2,"Magill, Carson",815452,Right,STJ_HAW,"Pagano, Joey",10113708,Left,STJ_HAW,Undefined,1,Top,0,0,1,Curveball,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.49917,-1.088554,-0.952828,2153.445809,121.330555,10:00,5.51251,1.09926,5.54327,-35.68955,8.44701,-11.36875,1.52079,-0.7387,73.26633,-7.666537,-2.981669,0.478157,,,,,,,,,,,,5.49689,5.0326,-1.00878,50,5.39466,2.38706,-116.75847,-3.37825,7.49647,24.46104,-25.31072,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,8172c090-9704-11f0-bee7-7ff1e5e786b6,78.82856,,,7.23285,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,16:03:24.79,2025-09-21T12:03:24.7951872-04:00,2025-09-21T16:03:24.7951872Z,,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,05e08074-6c7c-4b77-a402-9df9d6720195,54.95513,-117.79201,12.23052,5.51481,-2.30882,-12.65536,-1.10295,2.07032,3.74824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,100.941234,77.589754,462.796977,0.21491,9:15,-0.981009,0.192412,-0.02448,21.129683,3.942733,65.681645,-0.893472,149.696366,-0.387752,-13.097982,0.387752,-0.226617,0.893472,66.539967,-63.312895,0.226617,-0.226617,-149.696366,63.312895,0.893472,13.097982,-66.539967,-0.893472,0.226617,0.387752,-0.387752
13,2025-09-21,12:03:46.08,3,3,"Magill, Carson",815452,Right,STJ_HAW,"Pagano, Joey",10113708,Left,STJ_HAW,Undefined,1,Top,0,0,2,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.02238,-2.500061,-3.188332,2148.128632,198.130474,12:30,5.71057,0.53401,6.16352,-15.82139,19.4717,5.97359,2.07767,-1.91642,80.74429,-5.546835,-2.113238,0.427579,,,,,,,,,,,,-4.03689,11.16851,-0.29497,50,5.51241,6.93583,-128.96102,-6.04642,-6.74121,28.92257,-13.52368,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,8e1a7f90-9704-11f0-bee7-7ff1e5e786b6,88.15317,,,8.2781,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,16:03:46.08,2025-09-21T12:03:46.0847104-04:00,2025-09-21T16:03:46.0847104Z,,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,1038c739-894a-4f50-b4d4-8d3ecc6a7959,54.3326,-129.92907,14.46128,5.70721,-5.59377,-6.76184,-0.53089,7.16147,-3.3706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,196.213548,22.827463,1979.881398,0.921677,12:30,-0.425003,-0.274027,-0.862718,-23.700978,-16.104926,-50.921744,0.133197,162.84415,-0.946992,16.998311,0.946992,-0.292344,-0.133197,8.006316,7.654403,0.292344,0.292344,-162.84415,-7.654403,0.133197,-16.998311,-8.006316,-0.133197,-0.292344,0.946992,-0.946992
14,2025-09-21,12:04:03.06,3,4,"Magill, Carson",815452,Right,STJ_HAW,"Pagano, Joey",10113708,Left,STJ_HAW,Undefined,1,Top,0,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.47013,-3.205051,-0.74837,1597.205744,208.516639,1:00,5.4325,0.8534,6.47033,-21.37552,19.18753,9.65965,0.70441,0.97104,75.11111,-7.282851,1.005574,0.458392,,,,,,,,,,,,-5.35288,11.48237,-0.80499,50,5.19694,1.2271,-119.68214,-7.2341,-7.68646,25.25261,-15.68599,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,983eef10-9704-11f0-bee7-7ff1e5e786b6,82.22756,,,7.35901,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,16:04:03.06,2025-09-21T12:04:03.0610944-04:00,2025-09-21T16:04:03.0610944Z,,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,c9539ae0-7d10-4004-afbf-99ab9ffe5f24,54.02898,-120.52924,12.6263,5.43078,-6.70791,-7.843,-0.85048,1.48494,-3.84323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,223.938102,-15.054641,1542.387341,0.965679,1:30,0.287689,-0.654496,-0.699193,66.039437,19.533728,22.542502,-0.247576,113.56444,-0.387334,-62.632407,0.387334,-0.888076,0.247576,32.58585,-14.334116,0.888076,-0.888076,-113.56444,14.334116,0.247576,62.632407,-32.58585,-0.247576,0.888076,0.387334,-0.387334
15,2025-09-21,12:04:31.03,3,5,"Magill, Carson",815452,Right,STJ_HAW,"Pagano, Joey",10113708,Left,STJ_HAW,Undefined,1,Top,0,2,2,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.11761,-3.159997,-1.49133,2137.121071,203.164759,12:45,5.59973,0.73665,5.99195,-15.79162,20.18757,8.02343,1.35132,0.02289,79.64377,-6.224109,-0.04871,0.431715,,,,,,,,,,,,-4.65713,11.8989,-0.62356,50,5.34199,3.01864,-128.95467,-7.53129,-7.64046,33.24178,-12.65281,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,a8e775d0-9704-11f0-bee7-7ff1e5e786b6,87.30861,,,9.47383,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,16:04:31.03,2025-09-21T12:04:31.0362624-04:00,2025-09-21T16:04:31.0362624Z,,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,02383410-63f2-4cae-b4c9-60397cdac654,54.50346,-130.11038,16.62089,5.59618,-7.09139,-6.3264,-0.73312,3.28428,-3.82023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,202.313997,15.530043,2059.095194,0.96349,12:45,-0.270285,-0.380023,-0.884606,-18.977639,-8.751239,-27.633744,0.155819,168.502986,-0.967966,11.354706,0.967966,-0.196882,-0.155819,9.144774,8.964294,0.196882,0.196882,-168.502986,-8.964294,0.155819,-11.354706,-9.144774,-0.155819,-0.196882,0.967966,-0.967966
16,2025-09-21,12:04:51.29,3,6,"Magill, Carson",815452,Right,STJ_HAW,"Pagano, Joey",10113708,Left,STJ_HAW,Undefined,1,Top,0,3,2,ChangeUp,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,81.07808,-0.540218,-1.39271,2123.423638,128.131547,10:15,5.40137,1.18465,5.70088,-36.43179,6.22772,-6.29075,1.86184,-0.63758,74.70785,-7.238216,-2.518288,0.470088,,,,,,,,,,,,2.85571,3.66914,-1.0637,50,5.33315,3.10314,-117.80005,-2.2914,4.02174,21.91078,-27.00681,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,b4ff29d0-9704-11f0-bee7-7ff1e5e786b6,80.18162,,,6.37023,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,16:04:51.29,2025-09-21T12:04:51.2908800-04:00,2025-09-21T16:04:51.2908800Z,,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,bfb74b7c-2ab8-472d-acaf-3c00da96aad9,54.7994,-118.68938,10.95539,5.4039,-1.19523,-13.50341,-1.18634,2.9399,2.01087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,147.601406,78.912232,408.360839,0.192312,11:00,-0.985918,0.093785,-0.138455,9.710033,5.558314,66.30608,-0.898681,137.696777,-0.324388,-17.169766,0.324388,-0.295204,0.898681,70.152421,-63.985185,0.295204,-0.295204,-137.696777,63.985185,0.898681,17.169766,-70.152421,-0.898681,0.295204,0.324388,-0.324388
17,2025-09-21,12:05:20.40,3,7,"Magill, Carson",815452,Right,STJ_HAW,"Pagano, Joey",10113708,Left,STJ_HAW,Undefined,1,Top,0,3,2,FourSeamFastBall,Four-Seam,InPlay,Undefined,LineDrive,Triple,0,0,,89.21087,-2.056202,-1.4071,2140.960036,210.563872,1:00,5.62088,0.72211,6.09907,-17.39611,17.86887,9.80812,2.26811,0.23781,80.63133,-5.393184,0.360141,0.427409,92.53971,27.991465,-1.539215,3343.870903,109.39395,53.31701,-11.52977,325.06618,324.04399,-14.79674,4.711737,-5.52418,10.248,-0.619,50,5.45353,2.77555,-129.40037,-5.12953,-9.24066,30.38833,-15.0316,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,c65bbe50-9704-11f0-bee7-7ff1e5e786b6,88.1883,70.03875,,8.57954,,,,1.33315,2.28267,-0.24373,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,16:05:20.40,2025-09-21T12:05:20.4016128-04:00,2025-09-21T16:05:20.4016128Z,FlyBall,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,14d25d53-809a-45da-95c1-244a85b198c9,54.39835,-130.42918,15.19416,5.61858,-4.62062,-7.5158,-0.71826,3.0884,-4.62033,142.05812,1.33443,119.77612,-23.59696,5.06074,-0.91994,0.14786,-0.02671,0.00412,-0.00028,2.28341,63.6838,-15.96023,0.26594,0.26075,-0.15263,0.04742,-0.00712,0.0004,-0.2436,-3.22875,-9.15983,3.07846,-0.71955,0.1217,-0.01635,0.00162,-8E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,201.104784,20.79796,2001.451482,0.934838,12:45,-0.36408,-0.349135,-0.863453,-18.874466,-11.643788,-36.961138,0.203207,164.978048,-0.945675,14.701385,0.945675,-0.253781,-0.203207,12.12734,11.724575,0.253781,0.253781,-164.978048,-11.724575,0.203207,-14.701385,-12.12734,-0.203207,-0.253781,0.945675,-0.945675
18,2025-09-21,12:06:12.59,4,1,"Magill, Carson",815452,Right,STJ_HAW,"Primrose, Blake",827699,Right,STJ_HAW,Undefined,1,Top,0,0,0,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.75078,-2.287155,-2.21319,2034.133168,207.878539,1:00,5.61565,0.6176,6.04627,-16.17859,19.45997,9.63304,2.14731,-0.62961,80.40751,-5.398874,-0.480539,0.429666,,,,,,,,,,,,-5.6413,11.08938,-0.45037,50,5.42871,4.57408,-128.67433,-5.57618,-9.36421,29.17471,-13.76634,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,e574b620-9704-11f0-bee7-7ff1e5e786b6,87.72488,,,8.34327,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,16:06:12.59,2025-09-21T12:06:12.5924864-04:00,2025-09-21T16:06:12.5924864Z,,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,a3486894-828f-4e5a-b688-05db35d95ae4,54.45095,-129.67959,14.58736,5.61268,-5.10185,-6.88317,-0.61353,4.89674,-4.6821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,201.400499,17.269489,1942.432452,0.954919,12:45,-0.316848,-0.360005,-0.877498,-23.252238,-15.113427,-34.663378,0.10882,163.488119,-0.953067,16.411043,0.953067,-0.282526,-0.10882,6.513759,6.247306,0.282526,0.282526,-163.488119,-6.247306,0.10882,-16.411043,-6.513759,-0.10882,-0.282526,0.953067,-0.953067
19,2025-09-21,12:06:28.98,4,2,"Magill, Carson",815452,Right,STJ_HAW,"Primrose, Blake",827699,Right,STJ_HAW,Undefined,1,Top,0,0,1,FourSeamFastBall,Four-Seam,InPlay,Undefined,FlyBall,Out,3,0,,88.17213,-1.236917,-1.88155,2097.696624,205.588141,12:45,5.68707,0.68551,5.99599,-18.74729,17.14174,7.64823,2.9778,-0.42133,80.38292,-4.799,-0.506841,0.431174,96.37651,34.923466,-4.103735,,109.76791,73.51457,-7.13533,347.14595,344.67984,-4.06987,5.498686,-4.49225,9.53036,-0.54161,50,5.57937,3.89444,-128.01492,-3.31242,-7.43033,27.23062,-16.41053,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,ef3c5fa0-9704-11f0-bee7-7ff1e5e786b6,87.41822,104.09138,,7.78921,,,,1.98974,3.1086,0.41321,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,16:06:28.98,2025-09-21T12:06:28.9836032-04:00,2025-09-21T16:06:28.9836032Z,FlyBall,v3,471426,471426,,"Janesko, Jason",806127,Right,STJ_HAW,ac4566f8-4108-4929-9fbb-a8d6df0911c0,54.50257,-128.96912,13.61531,5.68537,-2.73737,-8.20526,-0.68264,4.15481,-3.71517,181.030463,1.99299,115.54173,-24.65076,6.03503,-1.21141,0.207,-0.02925,0.00286,-0.00013,3.10984,80.89169,-17.97084,0.59882,0.22621,-0.13872,0.0346,-0.00416,0.00019,0.41299,-8.28936,2.04147,-0.59345,0.1335,-0.02292,0.00273,-0.0002,1E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,202.534235,21.655802,1949.635996,0.929418,12:45,-0.389246,-0.364069,-0.846133,-20.302791,-16.367409,-41.285303,0.22085,162.796874,-0.931675,16.765611,0.931675,-0.288457,-0.22085,13.335631,12.758986,0.288457,0.288457,-162.796874,-12.758986,0.22085,-16.765611,-13.335631,-0.22085,-0.288457,0.931675,-0.931675
20,2025-09-21,12:09:45.01,1,1,"Fitzgibbon, Matt",1000430203,Left,STJ_HAW,"Kelsey, Alex",827329,Left,STJ_HAW,Undefined,1,Bottom,0,0,0,FourSeamFastBall,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.69463,-2.247608,4.284848,2313.307257,128.12802,10:15,5.42562,-1.08918,5.74193,-19.6756,15.61398,-18.0432,1.6863,1.40428,80.63018,-6.002322,1.065756,0.427558,,,,,,,,,,,,10.72434,9.15449,0.74348,50,5.22651,-9.00217,-130.93079,-5.76429,18.0867,34.97018,-16.7349,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,6415db30-9705-11f0-bee7-7ff1e5e786b6,88.15754,,,10.06446,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,16:09:45.01,2025-09-21T12:09:45.0107392-04:00,2025-09-21T16:09:45.0107392Z,,v3,471426,471426,,"Primrose, Blake",827699,Right,STJ_HAW,d1d0bd18-371f-47f3-af80-ef254c84fa3e,54.75355,-132.19432,17.48509,5.42386,-5.15963,-8.36745,1.08055,-9.65567,9.04335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,128.956528,0.994505,2312.95879,0.999849,10:15,-0.000733,0.776227,-0.630453,59.749178,14.847393,-15.905366,0.197869,177.383779,-0.979207,2.564459,0.979207,-0.044743,-0.197869,11.423985,11.412391,0.044743,0.044743,-177.383779,-11.412391,0.197869,-2.564459,-11.423985,-0.197869,-0.044743,0.979207,-0.979207
21,2025-09-21,12:10:00.36,1,2,"Fitzgibbon, Matt",1000430203,Left,STJ_HAW,"Kelsey, Alex",827329,Left,STJ_HAW,Undefined,1,Bottom,0,1,0,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.24962,-2.154652,4.528898,2330.219038,143.317866,10:45,5.36195,-1.13863,5.80818,-16.38233,18.80958,-13.01997,1.98583,1.99677,81.02787,-5.305035,2.206263,0.426965,,,,,,,,,,,,8.03745,10.63229,0.77394,50,5.17499,-9.73887,-130.36827,-5.37768,13.60613,31.5921,-14.17525,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,6d3e8590-9705-11f0-bee7-7ff1e5e786b6,88.27982,,,9.22175,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,16:10:00.36,2025-09-21T12:10:00.3632640-04:00,2025-09-21T16:10:00.3632640Z,,v3,471426,471426,,"Primrose, Blake",827699,Right,STJ_HAW,c50105fd-5d3e-4aa4-857a-292f30413c6e,54.68606,-131.49894,15.79605,5.35837,-4.87035,-7.08762,1.13121,-10.22583,6.80306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,127.593838,1.16818,2329.734725,0.999792,10:15,-0.001839,0.790864,-0.611989,65.731477,17.974631,-15.123688,0.275845,179.452605,-0.961158,0.526157,0.961158,-0.009183,-0.275845,16.013054,16.012361,0.009183,0.009183,-179.452605,-16.012361,0.275845,-0.526157,-16.013054,-0.275845,-0.009183,0.961158,-0.961158
22,2025-09-21,12:10:16.44,1,3,"Fitzgibbon, Matt",1000430203,Left,STJ_HAW,"Kelsey, Alex",827329,Left,STJ_HAW,Undefined,1,Bottom,0,1,0,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.54005,-3.647533,4.389444,2321.266211,138.047435,10:30,5.35593,-1.2438,5.82725,-19.44934,17.09001,-14.12993,0.3298,1.66717,79.86688,-7.33255,1.865369,0.435063,,,,,,,,,,,,8.60075,10.28528,0.89296,50,5.04549,-9.20382,-127.81669,-8.75201,14.01765,29.98356,-15.41095,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,76be50a0-9705-11f0-bee7-7ff1e5e786b6,86.63681,,,8.67316,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,16:10:16.44,2025-09-21T12:10:16.4443136-04:00,2025-09-21T16:10:16.4443136Z,,v3,471426,471426,,"Primrose, Blake",827699,Right,STJ_HAW,9054b937-fc60-4415-b4c5-92d14687ca61,54.66903,-128.90731,14.99178,5.35364,-8.19145,-7.70548,1.23701,-9.71369,7.00883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,125.8755,4.985201,2312.485271,0.996217,10:15,-0.09299,0.800064,-0.592664,67.435675,23.256631,-17.492005,0.340414,175.801817,-0.937753,3.94704,0.937753,-0.068834,-0.340414,19.951416,19.90209,0.068834,0.068834,-175.801817,-19.90209,0.340414,-3.94704,-19.951416,-0.340414,-0.068834,0.937753,-0.937753
23,2025-09-21,12:10:38.10,1,4,"Fitzgibbon, Matt",1000430203,Left,STJ_HAW,"Kelsey, Alex",827329,Left,STJ_HAW,Undefined,1,Bottom,0,2,0,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.57615,-1.486757,3.062626,2356.531222,135.755367,10:30,5.46799,-1.17884,5.96036,-17.73064,16.33544,-14.60745,2.6095,0.44651,81.7428,-4.896864,0.441508,0.420081,,,,,,,,,,,,8.49237,9.24914,0.94344,50,5.34009,-6.43537,-132.51899,-3.95947,14.74206,34.60425,-16.11827,STJ_HAW,STJ_HAW,JohnWSmithsonField,TeamExclusive,Team,20250921-JohnWSmithsonField-Private-1,83b82740-9705-11f0-bee7-7ff1e5e786b6,89.7267,,,9.83335,,,,,,,d9ce5a0b-94ac-499e-8813-4bda6095a37e,2025-09-21,16:10:38.10,2025-09-21T12:10:38.1095424-04:00,2025-09-21T16:10:38.1095424Z,,v3,471426,471426,,"Primrose, Blake",827699,Right,STJ_HAW,67eee170-28f9-4944-b94e-0aa3ffb76374,54.53389,-133.69767,17.30212,5.4656,-3.41046,-8.05914,1.17119,-6.93751,7.37103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,128.926753,-0.267162,2356.505604,0.999989,10:15,0.018069,0.7778,-0.628251,51.854046,39.450642,-45.100519,0.303387,179.015623,-0.952727,0.937977,0.952727,-0.01637,-0.303387,17.663569,17.661124,0.01637,0.01637,-179.015623,-17.661124,0.303387,-0.937977,-17.663569,-0.303387,-0.01637,0.952727,-0.952727
